,time_stamp,action,roll,avoidl,avoidr,speed,2d_file_path,3d_file_path
816,2022_11_09_09_58_14,forward,-1.65,40.574,1.998,500.0,2022_11_09_09_58_14.jpg,2022_11_09_09_58_14.jpg
817,2022_11_09_09_58_15,forward,-1.639,40.596,1.957,500.0,2022_11_09_09_58_15.jpg,2022_11_09_09_58_15.jpg
818,2022_11_09_09_58_16,forward,-1.639,40.596,2.004,500.0,2022_11_09_09_58_16.jpg,2022_11_09_09_58_16.jpg
819,2022_11_09_09_58_17,forward,-1.639,40.596,1.938,500.0,2022_11_09_09_58_17.jpg,2022_11_09_09_58_17.jpg
820,2022_11_09_09_58_18,forward,-1.654,40.611,1.983,500.0,2022_11_09_09_58_18.jpg,2022_11_09_09_58_18.jpg
821,2022_11_09_09_58_19,forward,-1.654,40.611,1.968,500.0,2022_11_09_09_58_19.jpg,2022_11_09_09_58_19.jpg
822,2022_11_09_09_58_20,forward,-1.654,40.615,1.946,500.0,2022_11_09_09_58_20.jpg,2022_11_09_09_58_20.jpg
823,2022_11_09_09_58_21,forward,-1.529,40.62,1.974,500.0,2022_11_09_09_58_21.jpg,2022_11_09_09_58_21.jpg
824,2022_11_09_09_58_22,forward,-1.529,40.62,1.943,500.0,2022_11_09_09_58_22.jpg,2022_11_09_09_58_22.jpg
825,2022_11_09_09_58_23,forward,-1.529,40.62,1.98,500.0,2022_11_09_09_58_23.jpg,2022_11_09_09_58_23.jpg
826,2022_11_09_09_58_24,forward,-1.529,40.638,1.962,500.0,2022_11_09_09_58_24.jpg,2022_11_09_09_58_24.jpg
827,2022_11_09_09_58_25,forward,-1.476,40.66,1.98,500.0,2022_11_09_09_58_25.jpg,2022_11_09_09_58_25.jpg
828,2022_11_09_09_58_26,forward,-1.476,40.66,1.975,500.0,2022_11_09_09_58_26.jpg,2022_11_09_09_58_26.jpg
829,2022_11_09_09_59_36,forward,-1.43,61.192,1.969,500.0,2022_11_09_09_59_36.jpg,2022_11_09_09_59_36.jpg
830,2022_11_09_09_59_37,forward,-1.43,61.192,1.969,500.0,2022_11_09_09_59_37.jpg,2022_11_09_09_59_37.jpg
831,2022_11_09_09_59_38,forward,-1.43,41.209,7.249,500.0,2022_11_09_09_59_38.jpg,2022_11_09_09_59_38.jpg
832,2022_11_09_09_59_39,forward,-1.51,41.231,1.949,500.0,2022_11_09_09_59_39.jpg,2022_11_09_09_59_39.jpg
833,2022_11_09_09_59_40,forward,-1.51,41.231,1.933,500.0,2022_11_09_09_59_40.jpg,2022_11_09_09_59_40.jpg
834,2022_11_09_09_59_41,forward,-1.51,41.231,1.985,500.0,2022_11_09_09_59_41.jpg,2022_11_09_09_59_41.jpg
835,2022_11_09_09_59_42,forward,-1.371,41.245,2.029,500.0,2022_11_09_09_59_42.jpg,2022_11_09_09_59_42.jpg
836,2022_11_09_09_59_43,forward,-1.371,41.268,1.942,500.0,2022_11_09_09_59_43.jpg,2022_11_09_09_59_43.jpg
837,2022_11_09_09_59_44,forward,-1.371,41.268,1.928,500.0,2022_11_09_09_59_44.jpg,2022_11_09_09_59_44.jpg
838,2022_11_09_09_59_45,forward,-1.447,41.268,1.891,500.0,2022_11_09_09_59_45.jpg,2022_11_09_09_59_45.jpg
839,2022_11_09_09_59_46,forward,-1.447,41.268,1.896,500.0,2022_11_09_09_59_46.jpg,2022_11_09_09_59_46.jpg
840,2022_11_09_09_59_47,forward,-1.447,41.268,2.0,500.0,2022_11_09_09_59_47.jpg,2022_11_09_09_59_47.jpg
841,2022_11_09_09_59_48,forward,-1.348,41.291,1.958,500.0,2022_11_09_09_59_48.jpg,2022_11_09_09_59_48.jpg
842,2022_11_09_09_59_49,forward,-1.348,41.313,1.945,500.0,2022_11_09_09_59_49.jpg,2022_11_09_09_59_49.jpg
843,2022_11_09_09_59_50,forward,-1.348,41.313,1.97,500.0,2022_11_09_09_59_50.jpg,2022_11_09_09_59_50.jpg
844,2022_11_09_09_59_51,forward,-1.494,41.313,2.087,500.0,2022_11_09_09_59_51.jpg,2022_11_09_09_59_51.jpg
845,2022_11_09_09_59_52,forward,-1.494,41.33,2.04,500.0,2022_11_09_09_59_52.jpg,2022_11_09_09_59_52.jpg
846,2022_11_09_09_59_53,forward,-1.494,41.33,1.967,500.0,2022_11_09_09_59_53.jpg,2022_11_09_09_59_53.jpg
847,2022_11_09_09_59_54,forward,-1.326,41.325,1.965,500.0,2022_11_09_09_59_54.jpg,2022_11_09_09_59_54.jpg
848,2022_11_09_09_59_55,forward,-1.326,41.343,2.033,500.0,2022_11_09_09_59_55.jpg,2022_11_09_09_59_55.jpg
849,2022_11_09_09_59_56,forward,-1.387,41.343,2.015,500.0,2022_11_09_09_59_56.jpg,2022_11_09_09_59_56.jpg
850,2022_11_09_09_59_57,forward,-1.387,41.343,1.988,500.0,2022_11_09_09_59_57.jpg,2022_11_09_09_59_57.jpg
851,2022_11_09_09_59_58,forward,-1.387,41.375,1.935,500.0,2022_11_09_09_59_58.jpg,2022_11_09_09_59_58.jpg
852,2022_11_09_09_59_59,forward,-1.36,41.388,1.956,500.0,2022_11_09_09_59_59.jpg,2022_11_09_09_59_59.jpg
853,2022_11_09_10_00_00,forward,-1.36,41.388,2.009,500.0,2022_11_09_10_00_00.jpg,2022_11_09_10_00_00.jpg
854,2022_11_09_10_00_01,forward,-1.36,41.388,2.013,500.0,2022_11_09_10_00_01.jpg,2022_11_09_10_00_01.jpg
855,2022_11_09_10_00_02,forward,-1.374,41.394,1.929,500.0,2022_11_09_10_00_02.jpg,2022_11_09_10_00_02.jpg
856,2022_11_09_10_00_03,forward,-1.374,41.394,1.949,500.0,2022_11_09_10_00_03.jpg,2022_11_09_10_00_03.jpg
857,2022_11_09_10_00_04,forward,-1.374,41.408,2.029,500.0,2022_11_09_10_00_04.jpg,2022_11_09_10_00_04.jpg
858,2022_11_09_10_00_05,forward,-1.361,41.445,1.906,500.0,2022_11_09_10_00_05.jpg,2022_11_09_10_00_05.jpg
859,2022_11_09_10_00_06,forward,-1.361,41.445,1.936,500.0,2022_11_09_10_00_06.jpg,2022_11_09_10_00_06.jpg
860,2022_11_09_10_00_07,forward,-1.361,41.445,1.949,500.0,2022_11_09_10_00_07.jpg,2022_11_09_10_00_07.jpg
861,2022_11_09_10_00_08,forward,-1.441,41.46,2.023,500.0,2022_11_09_10_00_08.jpg,2022_11_09_10_00_08.jpg
862,2022_11_09_10_00_09,forward,-1.441,41.472,1.949,500.0,2022_11_09_10_00_09.jpg,2022_11_09_10_00_09.jpg
863,2022_11_09_10_00_10,forward,-1.441,41.472,2.025,500.0,2022_11_09_10_00_10.jpg,2022_11_09_10_00_10.jpg
864,2022_11_09_10_00_11,forward,-1.362,41.472,1.947,500.0,2022_11_09_10_00_11.jpg,2022_11_09_10_00_11.jpg
865,2022_11_09_10_00_43,forward,-1.336,41.718,1.957,500.0,2022_11_09_10_00_43.jpg,2022_11_09_10_00_43.jpg
866,2022_11_09_10_00_44,forward,-1.273,41.73,1.961,500.0,2022_11_09_10_00_44.jpg,2022_11_09_10_00_44.jpg
867,2022_11_09_10_00_45,forward,-1.273,41.75,1.961,500.0,2022_11_09_10_00_45.jpg,2022_11_09_10_00_45.jpg
868,2022_11_09_10_00_46,forward,-1.273,41.75,1.936,500.0,2022_11_09_10_00_46.jpg,2022_11_09_10_00_46.jpg
869,2022_11_09_10_00_47,forward,-1.192,41.75,2.022,500.0,2022_11_09_10_00_47.jpg,2022_11_09_10_00_47.jpg
870,2022_11_09_10_00_48,forward,-1.192,41.76,1.991,500.0,2022_11_09_10_00_48.jpg,2022_11_09_10_00_48.jpg
871,2022_11_09_10_00_49,forward,-1.192,41.76,1.941,500.0,2022_11_09_10_00_49.jpg,2022_11_09_10_00_49.jpg
872,2022_11_09_10_00_50,forward,-1.086,41.783,1.98,500.0,2022_11_09_10_00_50.jpg,2022_11_09_10_00_50.jpg
873,2022_11_09_10_00_51,forward,-1.086,41.806,2.033,500.0,2022_11_09_10_00_51.jpg,2022_11_09_10_00_51.jpg
874,2022_11_09_10_00_52,forward,-1.086,41.806,2.01,500.0,2022_11_09_10_00_52.jpg,2022_11_09_10_00_52.jpg
875,2022_11_09_10_00_53,forward,-1.007,41.806,1.963,500.0,2022_11_09_10_00_53.jpg,2022_11_09_10_00_53.jpg
876,2022_11_09_10_00_54,forward,-1.007,41.808,1.954,500.0,2022_11_09_10_00_54.jpg,2022_11_09_10_00_54.jpg
877,2022_11_09_10_00_55,forward,-1.007,41.84,1.968,500.0,2022_11_09_10_00_55.jpg,2022_11_09_10_00_55.jpg
878,2022_11_09_10_00_56,forward,-0.945,41.84,1.99,500.0,2022_11_09_10_00_56.jpg,2022_11_09_10_00_56.jpg
879,2022_11_09_10_00_57,forward,-0.945,41.84,1.981,500.0,2022_11_09_10_00_57.jpg,2022_11_09_10_00_57.jpg
880,2022_11_09_10_00_58,forward,-0.945,41.842,1.965,500.0,2022_11_09_10_00_58.jpg,2022_11_09_10_00_58.jpg
881,2022_11_09_10_00_59,forward,-0.766,41.842,2.03,500.0,2022_11_09_10_00_59.jpg,2022_11_09_10_00_59.jpg
882,2022_11_09_10_01_00,forward,-0.766,41.868,1.979,500.0,2022_11_09_10_01_00.jpg,2022_11_09_10_01_00.jpg
883,2022_11_09_10_01_01,forward,-0.766,41.885,1.944,500.0,2022_11_09_10_01_01.jpg,2022_11_09_10_01_01.jpg
884,2022_11_09_10_01_02,forward,-0.687,41.885,1.975,500.0,2022_11_09_10_01_02.jpg,2022_11_09_10_01_02.jpg
885,2022_11_09_10_01_03,forward,-0.687,41.885,1.959,500.0,2022_11_09_10_01_03.jpg,2022_11_09_10_01_03.jpg
886,2022_11_09_10_01_04,forward,-0.687,41.895,1.98,500.0,2022_11_09_10_01_04.jpg,2022_11_09_10_01_04.jpg
887,2022_11_09_10_01_05,forward,-0.654,41.895,1.968,500.0,2022_11_09_10_01_05.jpg,2022_11_09_10_01_05.jpg
888,2022_11_09_10_01_06,forward,-0.654,41.911,2.033,500.0,2022_11_09_10_01_06.jpg,2022_11_09_10_01_06.jpg
889,2022_11_09_10_01_07,forward,-0.654,41.923,1.985,500.0,2022_11_09_10_01_07.jpg,2022_11_09_10_01_07.jpg
890,2022_11_09_10_01_08,forward,-0.479,41.923,1.946,500.0,2022_11_09_10_01_08.jpg,2022_11_09_10_01_08.jpg
891,2022_11_09_10_01_09,forward,-0.479,41.923,2.024,500.0,2022_11_09_10_01_09.jpg,2022_11_09_10_01_09.jpg
892,2022_11_09_10_01_10,forward,-0.479,41.948,1.972,500.0,2022_11_09_10_01_10.jpg,2022_11_09_10_01_10.jpg
893,2022_11_09_10_01_11,forward,-0.362,41.961,1.974,500.0,2022_11_09_10_01_11.jpg,2022_11_09_10_01_11.jpg
894,2022_11_09_10_01_12,forward,-0.362,41.961,1.986,500.0,2022_11_09_10_01_12.jpg,2022_11_09_10_01_12.jpg
895,2022_11_09_10_01_13,forward,-0.362,41.961,1.996,500.0,2022_11_09_10_01_13.jpg,2022_11_09_10_01_13.jpg
896,2022_11_09_10_01_14,forward,-0.271,41.966,1.982,500.0,2022_11_09_10_01_14.jpg,2022_11_09_10_01_14.jpg
897,2022_11_09_10_01_15,forward,-0.271,41.966,2.016,500.0,2022_11_09_10_01_15.jpg,2022_11_09_10_01_15.jpg
898,2022_11_09_10_01_16,forward,-0.271,42.019,1.927,500.0,2022_11_09_10_01_16.jpg,2022_11_09_10_01_16.jpg
899,2022_11_09_10_01_17,forward,-0.13,41.976,1.989,500.0,2022_11_09_10_01_17.jpg,2022_11_09_10_01_17.jpg
900,2022_11_09_10_01_18,forward,-0.13,41.976,1.927,500.0,2022_11_09_10_01_18.jpg,2022_11_09_10_01_18.jpg
901,2022_11_09_10_01_19,forward,-0.13,41.976,1.974,500.0,2022_11_09_10_01_19.jpg,2022_11_09_10_01_19.jpg
902,2022_11_09_10_01_20,forward,0.014,41.285,1.97,500.0,2022_11_09_10_01_20.jpg,2022_11_09_10_01_20.jpg
903,2022_11_09_10_01_21,forward,0.014,41.285,1.993,500.0,2022_11_09_10_01_21.jpg,2022_11_09_10_01_21.jpg
904,2022_11_09_10_01_22,forward,0.014,40.943,2.007,500.0,2022_11_09_10_01_22.jpg,2022_11_09_10_01_22.jpg
905,2022_11_09_10_01_23,forward,0.139,42.029,1.953,500.0,2022_11_09_10_01_23.jpg,2022_11_09_10_01_23.jpg
906,2022_11_09_10_01_24,forward,0.139,42.029,1.948,500.0,2022_11_09_10_01_24.jpg,2022_11_09_10_01_24.jpg
907,2022_11_09_10_01_25,forward,0.139,42.029,1.941,500.0,2022_11_09_10_01_25.jpg,2022_11_09_10_01_25.jpg
908,2022_11_09_10_01_26,forward,0.208,40.972,1.935,500.0,2022_11_09_10_01_26.jpg,2022_11_09_10_01_26.jpg
909,2022_11_09_10_01_27,forward,0.208,42.057,2.012,500.0,2022_11_09_10_01_27.jpg,2022_11_09_10_01_27.jpg
910,2022_11_09_10_01_28,forward,0.208,42.057,2.007,500.0,2022_11_09_10_01_28.jpg,2022_11_09_10_01_28.jpg
911,2022_11_09_10_01_29,forward,0.469,42.057,1.956,500.0,2022_11_09_10_01_29.jpg,2022_11_09_10_01_29.jpg
912,2022_11_09_10_01_30,forward,0.469,42.084,1.961,500.0,2022_11_09_10_01_30.jpg,2022_11_09_10_01_30.jpg
913,2022_11_09_10_01_31,forward,0.469,42.084,2.006,500.0,2022_11_09_10_01_31.jpg,2022_11_09_10_01_31.jpg
914,2022_11_09_10_01_32,forward,0.626,42.088,1.899,500.0,2022_11_09_10_01_32.jpg,2022_11_09_10_01_32.jpg
915,2022_11_09_10_01_33,forward,0.626,41.029,1.99,500.0,2022_11_09_10_01_33.jpg,2022_11_09_10_01_33.jpg
916,2022_11_09_10_01_34,forward,0.626,41.029,2.004,500.0,2022_11_09_10_01_34.jpg,2022_11_09_10_01_34.jpg
917,2022_11_09_10_01_35,forward,0.706,41.029,2.022,500.0,2022_11_09_10_01_35.jpg,2022_11_09_10_01_35.jpg
918,2022_11_09_10_01_36,forward,0.706,41.058,2.025,500.0,2022_11_09_10_01_36.jpg,2022_11_09_10_01_36.jpg
919,2022_11_09_10_01_37,forward,0.828,42.148,1.991,500.0,2022_11_09_10_01_37.jpg,2022_11_09_10_01_37.jpg
920,2022_11_09_10_01_38,forward,0.828,42.148,2.019,500.0,2022_11_09_10_01_38.jpg,2022_11_09_10_01_38.jpg
921,2022_11_09_10_01_39,forward,0.828,42.148,2.028,500.0,2022_11_09_10_01_39.jpg,2022_11_09_10_01_39.jpg
922,2022_11_09_10_01_40,forward,1.042,42.164,2.001,500.0,2022_11_09_10_01_40.jpg,2022_11_09_10_01_40.jpg
923,2022_11_09_10_01_41,forward,1.042,42.164,2.001,500.0,2022_11_09_10_01_41.jpg,2022_11_09_10_01_41.jpg
924,2022_11_09_10_01_42,forward,1.042,42.154,2.001,500.0,2022_11_09_10_01_42.jpg,2022_11_09_10_01_42.jpg
925,2022_11_09_10_01_43,forward,1.128,42.202,2.041,500.0,2022_11_09_10_01_43.jpg,2022_11_09_10_01_43.jpg
926,2022_11_09_10_01_44,forward,1.128,42.202,2.006,500.0,2022_11_09_10_01_44.jpg,2022_11_09_10_01_44.jpg
927,2022_11_09_10_01_45,forward,1.128,42.202,2.014,500.0,2022_11_09_10_01_45.jpg,2022_11_09_10_01_45.jpg
928,2022_11_09_10_01_46,forward,1.308,42.917,2.041,500.0,2022_11_09_10_01_46.jpg,2022_11_09_10_01_46.jpg
929,2022_11_09_10_01_47,forward,1.308,42.917,7.538,500.0,2022_11_09_10_01_47.jpg,2022_11_09_10_01_47.jpg
930,2022_11_09_10_01_48,forward,1.308,42.217,7.579,500.0,2022_11_09_10_01_48.jpg,2022_11_09_10_01_48.jpg
931,2022_11_09_10_01_49,forward,1.562,42.233,7.534,500.0,2022_11_09_10_01_49.jpg,2022_11_09_10_01_49.jpg
932,2022_11_09_10_01_50,forward,1.562,42.233,7.552,500.0,2022_11_09_10_01_50.jpg,2022_11_09_10_01_50.jpg
933,2022_11_09_10_01_51,forward,1.562,42.233,1.987,500.0,2022_11_09_10_01_51.jpg,2022_11_09_10_01_51.jpg
934,2022_11_09_10_01_52,forward,1.559,42.234,2.004,500.0,2022_11_09_10_01_52.jpg,2022_11_09_10_01_52.jpg
935,2022_11_09_10_01_53,forward,1.559,42.264,7.479,500.0,2022_11_09_10_01_53.jpg,2022_11_09_10_01_53.jpg
936,2022_11_09_10_01_54,forward,1.559,42.264,7.504,500.0,2022_11_09_10_01_54.jpg,2022_11_09_10_01_54.jpg
937,2022_11_09_10_01_55,forward,1.636,42.264,1.99,500.0,2022_11_09_10_01_55.jpg,2022_11_09_10_01_55.jpg
938,2022_11_09_10_01_56,forward,1.636,42.267,1.958,500.0,2022_11_09_10_01_56.jpg,2022_11_09_10_01_56.jpg
939,2022_11_09_10_01_57,forward,1.636,42.267,1.953,500.0,2022_11_09_10_01_57.jpg,2022_11_09_10_01_57.jpg
940,2022_11_09_10_01_58,forward,1.745,42.297,7.439,500.0,2022_11_09_10_01_58.jpg,2022_11_09_10_01_58.jpg
941,2022_11_09_10_01_59,forward,1.745,42.297,2.01,500.0,2022_11_09_10_01_59.jpg,2022_11_09_10_01_59.jpg
942,2022_11_09_10_02_00,forward,1.745,42.311,7.324,500.0,2022_11_09_10_02_00.jpg,2022_11_09_10_02_00.jpg
943,2022_11_09_10_02_01,forward,1.901,42.311,7.296,500.0,2022_11_09_10_02_01.jpg,2022_11_09_10_02_01.jpg
944,2022_11_09_10_02_02,forward,1.901,42.324,7.377,500.0,2022_11_09_10_02_02.jpg,2022_11_09_10_02_02.jpg
945,2022_11_09_10_02_03,forward,1.901,41.283,7.425,500.0,2022_11_09_10_02_03.jpg,2022_11_09_10_02_03.jpg
946,2022_11_09_10_02_04,forward,1.845,41.283,7.376,500.0,2022_11_09_10_02_04.jpg,2022_11_09_10_02_04.jpg
947,2022_11_09_10_02_05,forward,1.845,41.283,7.417,500.0,2022_11_09_10_02_05.jpg,2022_11_09_10_02_05.jpg
948,2022_11_09_10_02_06,forward,1.845,42.343,7.276,500.0,2022_11_09_10_02_06.jpg,2022_11_09_10_02_06.jpg
949,2022_11_09_10_02_07,forward,1.988,42.343,7.265,500.0,2022_11_09_10_02_07.jpg,2022_11_09_10_02_07.jpg
950,2022_11_09_10_02_08,forward,1.988,42.353,2.016,500.0,2022_11_09_10_02_08.jpg,2022_11_09_10_02_08.jpg
951,2022_11_09_10_02_09,forward,1.988,42.384,7.298,500.0,2022_11_09_10_02_09.jpg,2022_11_09_10_02_09.jpg
952,2022_11_09_10_02_10,forward,1.988,42.384,7.523,500.0,2022_11_09_10_02_10.jpg,2022_11_09_10_02_10.jpg
953,2022_11_09_10_02_11,forward,1.939,42.384,7.52,500.0,2022_11_09_10_02_11.jpg,2022_11_09_10_02_11.jpg
954,2022_11_09_10_02_12,forward,1.939,42.402,2.041,500.0,2022_11_09_10_02_12.jpg,2022_11_09_10_02_12.jpg
955,2022_11_09_10_02_13,forward,1.855,42.423,7.412,500.0,2022_11_09_10_02_13.jpg,2022_11_09_10_02_13.jpg
956,2022_11_09_10_02_14,forward,1.855,42.423,7.4,500.0,2022_11_09_10_02_14.jpg,2022_11_09_10_02_14.jpg
957,2022_11_09_10_02_15,forward,1.855,42.423,7.409,500.0,2022_11_09_10_02_15.jpg,2022_11_09_10_02_15.jpg
958,2022_11_09_10_02_16,forward,2.062,42.422,7.425,500.0,2022_11_09_10_02_16.jpg,2022_11_09_10_02_16.jpg
959,2022_11_09_10_02_17,forward,2.062,42.422,7.387,500.0,2022_11_09_10_02_17.jpg,2022_11_09_10_02_17.jpg
960,2022_11_09_10_02_18,forward,2.062,42.45,7.367,500.0,2022_11_09_10_02_18.jpg,2022_11_09_10_02_18.jpg
961,2022_11_09_10_02_19,forward,2.036,42.466,7.401,500.0,2022_11_09_10_02_19.jpg,2022_11_09_10_02_19.jpg
962,2022_11_09_10_02_20,forward,2.036,42.466,7.312,500.0,2022_11_09_10_02_20.jpg,2022_11_09_10_02_20.jpg
963,2022_11_09_10_02_21,forward,2.036,42.466,7.319,500.0,2022_11_09_10_02_21.jpg,2022_11_09_10_02_21.jpg
964,2022_11_09_10_02_22,forward,1.902,43.179,7.31,500.0,2022_11_09_10_02_22.jpg,2022_11_09_10_02_22.jpg
965,2022_11_09_10_02_23,forward,1.902,43.179,7.328,500.0,2022_11_09_10_02_23.jpg,2022_11_09_10_02_23.jpg
966,2022_11_09_10_02_24,forward,1.902,42.495,7.395,500.0,2022_11_09_10_02_24.jpg,2022_11_09_10_02_24.jpg
967,2022_11_09_10_02_25,forward,1.53,42.492,7.436,500.0,2022_11_09_10_02_25.jpg,2022_11_09_10_02_25.jpg
968,2022_11_09_10_02_26,forward,1.53,42.492,7.404,500.0,2022_11_09_10_02_26.jpg,2022_11_09_10_02_26.jpg
969,2022_11_09_10_02_32,forward,1.383,42.55,7.368,500.0,2022_11_09_10_02_32.jpg,2022_11_09_10_02_32.jpg
970,2022_11_09_10_02_33,forward,1.383,42.572,1.96,500.0,2022_11_09_10_02_33.jpg,2022_11_09_10_02_33.jpg
971,2022_11_09_10_02_34,forward,1.395,42.572,7.363,500.0,2022_11_09_10_02_34.jpg,2022_11_09_10_02_34.jpg
972,2022_11_09_10_02_35,forward,1.395,42.572,7.378,500.0,2022_11_09_10_02_35.jpg,2022_11_09_10_02_35.jpg
973,2022_11_09_10_02_36,forward,1.395,42.583,2.09,500.0,2022_11_09_10_02_36.jpg,2022_11_09_10_02_36.jpg
974,2022_11_09_10_02_37,forward,1.014,42.583,1.964,500.0,2022_11_09_10_02_37.jpg,2022_11_09_10_02_37.jpg
975,2022_11_09_10_02_38,forward,1.014,42.609,1.983,500.0,2022_11_09_10_02_38.jpg,2022_11_09_10_02_38.jpg
976,2022_11_09_10_02_39,forward,1.014,42.615,2.115,500.0,2022_11_09_10_02_39.jpg,2022_11_09_10_02_39.jpg
977,2022_11_09_10_02_40,forward,1.071,42.615,7.472,500.0,2022_11_09_10_02_40.jpg,2022_11_09_10_02_40.jpg
978,2022_11_09_10_02_41,forward,1.071,42.615,7.443,500.0,2022_11_09_10_02_41.jpg,2022_11_09_10_02_41.jpg
979,2022_11_09_10_02_42,forward,1.071,42.621,2.124,500.0,2022_11_09_10_02_42.jpg,2022_11_09_10_02_42.jpg
980,2022_11_09_10_02_43,forward,0.436,42.645,2.121,500.0,2022_11_09_10_02_43.jpg,2022_11_09_10_02_43.jpg
981,2022_11_09_10_02_44,forward,0.436,42.645,2.159,500.0,2022_11_09_10_02_44.jpg,2022_11_09_10_02_44.jpg
982,2022_11_09_10_02_45,forward,0.436,42.645,2.069,500.0,2022_11_09_10_02_45.jpg,2022_11_09_10_02_45.jpg
983,2022_11_09_10_02_46,forward,0.569,42.658,2.107,500.0,2022_11_09_10_02_46.jpg,2022_11_09_10_02_46.jpg
984,2022_11_09_10_02_47,forward,0.569,42.658,2.087,500.0,2022_11_09_10_02_47.jpg,2022_11_09_10_02_47.jpg
985,2022_11_09_10_02_48,forward,0.569,42.657,1.978,500.0,2022_11_09_10_02_48.jpg,2022_11_09_10_02_48.jpg
986,2022_11_09_10_02_49,forward,0.862,42.682,2.092,500.0,2022_11_09_10_02_49.jpg,2022_11_09_10_02_49.jpg
987,2022_11_09_10_02_50,forward,0.862,42.682,2.075,500.0,2022_11_09_10_02_50.jpg,2022_11_09_10_02_50.jpg
988,2022_11_09_10_02_51,forward,0.862,42.682,1.995,500.0,2022_11_09_10_02_51.jpg,2022_11_09_10_02_51.jpg
989,2022_11_09_10_02_52,forward,1.168,42.682,1.991,500.0,2022_11_09_10_02_52.jpg,2022_11_09_10_02_52.jpg
990,2022_11_09_10_02_53,forward,1.168,43.579,1.998,500.0,2022_11_09_10_02_53.jpg,2022_11_09_10_02_53.jpg
991,2022_11_09_10_02_54,forward,1.168,43.579,1.993,500.0,2022_11_09_10_02_54.jpg,2022_11_09_10_02_54.jpg
992,2022_11_09_10_02_55,forward,1.145,43.579,1.974,500.0,2022_11_09_10_02_55.jpg,2022_11_09_10_02_55.jpg
993,2022_11_09_10_02_56,forward,1.145,42.714,2.007,500.0,2022_11_09_10_02_56.jpg,2022_11_09_10_02_56.jpg
994,2022_11_09_10_02_57,forward,1.145,42.714,2.007,500.0,2022_11_09_10_02_57.jpg,2022_11_09_10_02_57.jpg
995,2022_11_09_10_02_58,forward,1.374,42.739,7.609,500.0,2022_11_09_10_02_58.jpg,2022_11_09_10_02_58.jpg
996,2022_11_09_10_02_59,forward,1.374,42.744,1.912,500.0,2022_11_09_10_02_59.jpg,2022_11_09_10_02_59.jpg
997,2022_11_09_10_03_24,forward,2.028,42.933,7.486,500.0,2022_11_09_10_03_24.jpg,2022_11_09_10_03_24.jpg
998,2022_11_09_10_03_25,forward,2.029,42.933,7.421,500.0,2022_11_09_10_03_25.jpg,2022_11_09_10_03_25.jpg
999,2022_11_09_10_03_26,forward,2.029,42.939,7.444,500.0,2022_11_09_10_03_26.jpg,2022_11_09_10_03_26.jpg
1000,2022_11_09_10_03_27,forward,2.029,42.939,7.447,500.0,2022_11_09_10_03_27.jpg,2022_11_09_10_03_27.jpg
1001,2022_11_09_10_03_28,forward,1.885,42.969,7.451,500.0,2022_11_09_10_03_28.jpg,2022_11_09_10_03_28.jpg
1002,2022_11_09_10_03_57,forward,1.764,43.185,2.101,500.0,2022_11_09_10_03_57.jpg,2022_11_09_10_03_57.jpg
1003,2022_11_09_10_03_58,forward,1.764,43.2,2.099,500.0,2022_11_09_10_03_58.jpg,2022_11_09_10_03_58.jpg
1004,2022_11_09_10_03_59,forward,1.764,43.2,2.04,500.0,2022_11_09_10_03_59.jpg,2022_11_09_10_03_59.jpg
1005,2022_11_09_10_04_00,forward,1.819,43.202,2.039,500.0,2022_11_09_10_04_00.jpg,2022_11_09_10_04_00.jpg
1006,2022_11_09_10_04_01,forward,1.819,42.159,2.018,500.0,2022_11_09_10_04_01.jpg,2022_11_09_10_04_01.jpg
1007,2022_11_09_10_04_02,forward,1.819,42.159,2.068,500.0,2022_11_09_10_04_02.jpg,2022_11_09_10_04_02.jpg
1008,2022_11_09_10_04_03,forward,1.516,42.159,2.089,500.0,2022_11_09_10_04_03.jpg,2022_11_09_10_04_03.jpg
1009,2022_11_09_10_04_04,forward,1.516,43.236,2.012,500.0,2022_11_09_10_04_04.jpg,2022_11_09_10_04_04.jpg
1010,2022_11_09_10_04_05,forward,1.516,42.18,1.977,500.0,2022_11_09_10_04_05.jpg,2022_11_09_10_04_05.jpg
1011,2022_11_09_10_04_06,forward,1.769,42.18,1.985,500.0,2022_11_09_10_04_06.jpg,2022_11_09_10_04_06.jpg
1012,2022_11_09_10_04_07,forward,1.769,42.18,1.983,500.0,2022_11_09_10_04_07.jpg,2022_11_09_10_04_07.jpg
1013,2022_11_09_10_04_08,forward,1.769,43.26,2.006,500.0,2022_11_09_10_04_08.jpg,2022_11_09_10_04_08.jpg
1014,2022_11_09_10_04_09,forward,1.093,43.26,2.018,500.0,2022_11_09_10_04_09.jpg,2022_11_09_10_04_09.jpg
1015,2022_11_09_10_04_10,forward,1.093,43.276,2.076,500.0,2022_11_09_10_04_10.jpg,2022_11_09_10_04_10.jpg
1016,2022_11_09_10_04_11,forward,1.093,43.303,2.078,500.0,2022_11_09_10_04_11.jpg,2022_11_09_10_04_11.jpg
1017,2022_11_09_10_04_12,forward,1.658,43.303,2.058,500.0,2022_11_09_10_04_12.jpg,2022_11_09_10_04_12.jpg
1018,2022_11_09_10_04_13,forward,1.658,43.303,2.009,500.0,2022_11_09_10_04_13.jpg,2022_11_09_10_04_13.jpg
